Datetime,Device Code,Direction
2023-04-13T04:10:51Z,RT061801,Entry
2023-04-13T04:12:00Z,RT046201,Entry
2023-04-13T04:12:09Z,RT046205,Entry
2023-04-13T04:12:20Z,LBCHN,Exit
2023-04-13T04:13:18Z,LBCTR,Entry
2023-04-13T04:14:17Z,RT046205,Entry
2023-04-13T04:14:37Z,LBCTR,Entry
2023-04-13T04:15:59Z,RT061805,Entry
2023-04-13T04:16:16Z,RT046201,Entry
2023-04-13T04:17:10Z,LBCTR,Entry
2023-04-13T04:17:26Z,RT046204,Exit
2023-04-13T04:18:26Z,RT046204,Exit
2023-04-13T04:18:28Z,RT046205,Entry
2023-04-13T04:18:35Z,RT029302,Exit
2023-04-13T04:19:06Z,RT046204,Exit
2023-04-13T04:19:16Z,RT046204,Exit
2023-04-13T04:19:44Z,RT029301,Entry
2023-04-13T04:20:19Z,RT061806,Exit
2023-04-13T04:20:30Z,RT061801,Entry
2023-04-13T04:22:48Z,RT061801,Entry
2023-04-13T04:23:36Z,RT061801,Entry
2023-04-13T04:24:35Z,LBCHN,Entry
2023-04-13T04:25:23Z,RT029302,Exit
2023-04-13T04:25:53Z,LBCTR,Exit
2023-04-13T04:26:01Z,RT029302,Exit
2023-04-13T04:26:03Z,LBCHN,Entry
2023-04-13T04:26:22Z,RT061805,Entry
2023-04-13T04:26:27Z,RT029302,Exit
2023-04-13T04:26:35Z,LBCHN,Entry
2023-04-13T04:26:37Z,LBCTR,Exit
2023-04-13T04:27:48Z,RT061806,Exit
2023-04-13T04:28:13Z,RT061806,Exit
2023-04-13T04:31:05Z,LBCTR,Entry
2023-04-13T04:31:13Z,RT046205,Entry
2023-04-13T04:31:48Z,RT061805,Entry
2023-04-13T04:31:58Z,LBCTR,Entry
2023-04-13T04:32:24Z,LBCTR,Entry
2023-04-13T04:32:32Z,RT061806,Exit
2023-04-13T04:33:34Z,RT046204,Exit
2023-04-13T04:34:02Z,LBCTR,Entry
2023-04-13T04:34:09Z,LBCTR,Entry
2023-04-13T04:34:27Z,RT029302,Exit
2023-04-13T04:34:45Z,RT046201,Entry
2023-04-13T04:34:56Z,RT046201,Entry
2023-04-13T04:34:57Z,RT029306,Exit
2023-04-13T04:35:27Z,LBCTR,Entry
2023-04-13T04:35:42Z,RT046206,Exit
2023-04-13T04:35:47Z,RT029302,Exit
2023-04-13T04:35:49Z,RT046206,Exit
2023-04-13T04:35:57Z,RT046206,Exit
2023-04-13T04:36:13Z,RT029302,Exit
2023-04-13T04:36:34Z,RT046205,Entry
2023-04-13T04:36:59Z,RT046204,Exit
2023-04-13T04:37:11Z,RT046201,Entry
2023-04-13T04:37:41Z,RT061802,Exit
2023-04-13T04:37:44Z,LBCTR,Entry
2023-04-13T04:38:41Z,RT061805,Entry
2023-04-13T04:38:44Z,LBCTR,Entry
2023-04-13T04:38:48Z,RT061801,Entry
2023-04-13T04:39:24Z,RT029302,Exit
2023-04-13T04:39:38Z,LBCTR,Entry
2023-04-13T04:40:29Z,RT029301,Entry
2023-04-13T04:40:36Z,RT061802,Exit
2023-04-13T04:40:48Z,RT046205,Entry
2023-04-13T04:43:14Z,RT046205,Entry
2023-04-13T04:44:08Z,RT046205,Entry
2023-04-13T04:44:10Z,RT061801,Entry
2023-04-13T04:44:25Z,RT046205,Entry
2023-04-13T04:44:57Z,LBCTR,Entry
2023-04-13T04:46:15Z,RT029305,Entry
2023-04-13T04:46:18Z,RT046206,Exit
2023-04-13T04:48:05Z,RT061801,Entry
2023-04-13T04:48:43Z,RT061801,Entry
2023-04-13T04:49:03Z,RT046207,Entry
2023-04-13T04:49:28Z,RT029302,Exit
2023-04-13T04:49:29Z,RT061801,Entry
2023-04-13T04:49:43Z,RT061806,Exit
2023-04-13T04:50:05Z,RT046201,Entry
2023-04-13T04:50:25Z,RT061806,Exit
2023-04-13T04:50:29Z,RT046204,Exit
2023-04-13T04:50:33Z,RT046204,Exit
2023-04-13T04:50:56Z,LBCTR,Entry
2023-04-13T04:51:09Z,RT061801,Entry
2023-04-13T04:51:40Z,RT046205,Entry
2023-04-13T04:51:53Z,RT046201,Entry
2023-04-13T04:52:30Z,RT029305,Entry
2023-04-13T04:53:46Z,LBCHN,Entry
2023-04-13T04:54:21Z,LBCTR,Entry
2023-04-13T04:54:25Z,RT029301,Entry
2023-04-13T04:55:00Z,RT046201,Entry
2023-04-13T04:55:05Z,LBCTR,Entry
2023-04-13T04:55:38Z,LBCTR,Entry
2023-04-13T04:55:41Z,RT046205,Entry
2023-04-13T04:55:46Z,RT046201,Entry
2023-04-13T04:56:14Z,RT046206,Exit
2023-04-13T04:56:53Z,RT061801,Entry
2023-04-13T04:57:26Z,LBCTR,Entry
2023-04-13T04:57:30Z,RT046205,Entry
2023-04-13T04:57:41Z,RT046205,Entry
2023-04-13T04:57:43Z,RT061805,Entry
2023-04-13T04:57:47Z,RT061805,Entry
2023-04-13T04:58:03Z,RT046204,Exit
2023-04-13T04:58:17Z,LBCTR,Exit
2023-04-13T04:58:58Z,LBCHN,Entry
2023-04-13T04:59:28Z,RT046201,Entry
2023-04-13T04:59:58Z,LBCTR,Entry
2023-04-13T05:01:05Z,RT029301,Entry
2023-04-13T05:01:23Z,RT046207,Entry
2023-04-13T05:01:24Z,RT029302,Exit
2023-04-13T05:01:46Z,RT061805,Entry
2023-04-13T05:02:06Z,LBCHN,Entry
2023-04-13T05:02:45Z,LBCTR,Entry
2023-04-13T05:04:57Z,LBCTR,Exit
2023-04-13T05:05:19Z,RT061805,Entry
2023-04-13T05:06:18Z,RT029305,Entry
2023-04-13T05:06:40Z,LBCTR,Entry
2023-04-13T05:08:01Z,RT029301,Entry
2023-04-13T05:09:19Z,RT046204,Exit
2023-04-13T05:09:22Z,LBCHN,Entry
2023-04-13T05:09:25Z,RT061802,Exit
2023-04-13T05:09:29Z,RT046204,Exit
2023-04-13T05:11:06Z,RT046206,Exit
2023-04-13T05:11:06Z,RT046204,Exit
2023-04-13T05:11:46Z,LBCTR,Entry
2023-04-13T05:12:15Z,RT046205,Entry
2023-04-13T05:12:17Z,RT046204,Exit
2023-04-13T05:12:24Z,RT029302,Exit
2023-04-13T05:12:46Z,RT046205,Entry
2023-04-13T05:13:27Z,RT061801,Entry
2023-04-13T05:13:28Z,LBCTR,Entry
2023-04-13T05:14:17Z,LBCTR,Exit
2023-04-13T05:14:47Z,LBCTR,Entry
2023-04-13T05:14:53Z,LBCHN,Exit
2023-04-13T05:16:01Z,LBCTR,Entry
2023-04-13T05:16:28Z,RT046206,Exit
2023-04-13T05:17:55Z,LBCHN,Entry
2023-04-13T05:18:27Z,RT046201,Entry
2023-04-13T05:20:37Z,RT061806,Exit
2023-04-13T05:20:59Z,LBCTR,Entry
2023-04-13T05:21:19Z,RT046206,Exit
2023-04-13T05:22:02Z,RT061802,Exit
2023-04-13T05:22:23Z,RT046201,Entry
2023-04-13T05:24:14Z,LBCTR,Entry
2023-04-13T05:24:15Z,RT061801,Entry
2023-04-13T05:24:35Z,RT046201,Entry
2023-04-13T05:25:45Z,LBCTR,Exit
2023-04-13T05:25:52Z,RT029305,Entry
2023-04-13T05:26:55Z,RT046201,Entry
2023-04-13T05:27:38Z,RT061805,Entry
2023-04-13T05:28:39Z,LBCTR,Entry
2023-04-13T05:28:46Z,LBCTR,Entry
2023-04-13T05:28:52Z,LBCTR,Exit
2023-04-13T05:29:24Z,RT046206,Exit
2023-04-13T05:29:30Z,RT061806,Exit
2023-04-13T05:29:34Z,RT046206,Exit
2023-04-13T05:29:42Z,RT046201,Entry
2023-04-13T05:29:45Z,RT061806,Exit
2023-04-13T05:29:52Z,RT061805,Entry
2023-04-13T05:30:18Z,RT061801,Entry
2023-04-13T05:31:29Z,RT061806,Exit
2023-04-13T05:31:41Z,LBCTR,Entry
2023-04-13T05:31:54Z,LBCTR,Entry
2023-04-13T05:32:16Z,RT061801,Entry
2023-04-13T05:32:20Z,RT061806,Exit
2023-04-13T05:32:37Z,LBCHN,Entry
2023-04-13T05:32:52Z,RT061801,Entry
2023-04-13T05:34:02Z,RT061801,Entry
2023-04-13T05:35:17Z,RT046204,Exit
2023-04-13T05:36:18Z,RT061801,Entry
2023-04-13T05:36:24Z,LBCTR,Exit
2023-04-13T05:37:53Z,LBCHN,Exit
2023-04-13T05:38:08Z,RT061806,Exit
2023-04-13T05:38:39Z,RT061801,Entry
2023-04-13T05:39:22Z,LBCTR,Entry
2023-04-13T05:39:25Z,RT061806,Exit
2023-04-13T05:39:43Z,RT046205,Entry
2023-04-13T05:40:11Z,LBCTR,Exit
2023-04-13T05:40:17Z,LBCTR,Exit
2023-04-13T05:40:33Z,RT046201,Entry
2023-04-13T05:40:50Z,RT061802,Exit
2023-04-13T05:42:09Z,RT061805,Entry
2023-04-13T05:42:30Z,LBCTR,Entry
2023-04-13T05:42:46Z,RT061806,Exit
2023-04-13T05:43:17Z,LBCTR,Entry
2023-04-13T05:43:29Z,RT046204,Exit
2023-04-13T05:44:13Z,RT046204,Exit
2023-04-13T05:45:12Z,RT046201,Entry
2023-04-13T05:45:26Z,RT029305,Entry
2023-04-13T05:46:52Z,LBCTR,Entry
2023-04-13T05:47:02Z,RT029301,Entry
2023-04-13T05:47:10Z,RT061802,Exit
2023-04-13T05:47:18Z,RT061806,Exit
2023-04-13T05:47:36Z,RT061801,Entry
2023-04-13T05:47:40Z,RT046201,Entry
2023-04-13T05:48:23Z,RT061801,Entry
2023-04-13T05:48:30Z,LBCTR,Entry
2023-04-13T05:48:38Z,LBCTR,Exit
2023-04-13T05:48:46Z,RT046204,Exit
2023-04-13T05:48:50Z,RT061805,Entry
2023-04-13T05:48:54Z,LBCHN,Exit
2023-04-13T05:49:30Z,RT046204,Exit
2023-04-13T05:49:48Z,RT046205,Entry
2023-04-13T05:49:49Z,LBCTR,Exit
2023-04-13T05:50:47Z,LBCTR,Entry
2023-04-13T05:51:21Z,RT061801,Entry
2023-04-13T05:51:36Z,RT029302,Exit
2023-04-13T05:51:41Z,RT029302,Exit
2023-04-13T05:52:01Z,RT046205,Entry
2023-04-13T05:52:06Z,RT061806,Exit
2023-04-13T05:52:20Z,RT046205,Entry
2023-04-13T05:52:45Z,RT061806,Exit
2023-04-13T05:53:09Z,RT061806,Exit
2023-04-13T05:53:42Z,RT046201,Entry
2023-04-13T05:54:05Z,LBCTR,Entry
2023-04-13T05:54:07Z,RT046205,Entry
2023-04-13T05:54:42Z,RT029301,Entry
2023-04-13T05:57:58Z,LBCTR,Entry
2023-04-13T05:58:10Z,LBCTR,Entry
2023-04-13T05:58:35Z,RT061805,Entry
2023-04-13T06:00:13Z,RT046204,Exit
2023-04-13T06:00:18Z,LBCHN,Exit
2023-04-13T06:00:20Z,LBCTR,Entry
2023-04-13T06:00:38Z,RT046205,Entry
2023-04-13T06:00:54Z,RT061802,Exit
2023-04-13T06:01:13Z,RT046206,Exit
2023-04-13T06:01:31Z,LBCTR,Entry
2023-04-13T06:01:44Z,RT046205,Entry
2023-04-13T06:01:47Z,LBCTR,Exit
2023-04-13T06:02:30Z,RT061806,Exit
2023-04-13T06:02:35Z,RT046208,Exit
2023-04-13T06:05:50Z,RT061801,Entry
2023-04-13T06:05:56Z,RT046206,Exit
2023-04-13T06:06:30Z,RT061801,Entry
2023-04-13T06:07:05Z,RT046201,Entry
2023-04-13T06:08:02Z,RT061801,Entry
2023-04-13T06:09:43Z,RT046208,Exit
2023-04-13T06:10:17Z,LBCTR,Entry
2023-04-13T06:10:59Z,RT029306,Exit
2023-04-13T06:11:03Z,RT061801,Entry
2023-04-13T06:11:05Z,LBCTR,Entry
2023-04-13T06:11:37Z,RT061801,Entry
2023-04-13T06:12:41Z,LBCTR,Entry
2023-04-13T06:13:02Z,RT061801,Entry
2023-04-13T06:13:28Z,RT029302,Exit
2023-04-13T06:13:38Z,RT061801,Entry
2023-04-13T06:13:43Z,RT046204,Exit
2023-04-13T06:13:44Z,RT046206,Exit
2023-04-13T06:14:15Z,RT029306,Exit
2023-04-13T06:14:30Z,RT029302,Exit
2023-04-13T06:14:59Z,LBCTR,Entry
2023-04-13T06:15:28Z,LBCTR,Entry
2023-04-13T06:15:37Z,LBCTR,Entry
2023-04-13T06:15:41Z,RT061806,Exit
2023-04-13T06:15:57Z,RT046201,Entry
2023-04-13T06:16:39Z,RT046205,Entry
2023-04-13T06:17:02Z,LBCTR,Entry
2023-04-13T06:17:12Z,LBCTR,Entry
2023-04-13T06:17:16Z,RT046207,Entry
2023-04-13T06:17:16Z,LBCTR,Entry
2023-04-13T06:19:03Z,RT046206,Exit
2023-04-13T06:19:48Z,RT061805,Entry
2023-04-13T06:19:54Z,LBCTR,Exit
2023-04-13T06:20:06Z,RT029305,Entry
2023-04-13T06:20:27Z,LBCTR,Entry
2023-04-13T06:20:32Z,RT046204,Exit
2023-04-13T06:20:37Z,RT046205,Entry
2023-04-13T06:20:54Z,RT046205,Entry
2023-04-13T06:21:38Z,RT029302,Exit
2023-04-13T06:21:38Z,LBCTR,Entry
2023-04-13T06:22:11Z,RT061801,Entry
2023-04-13T06:22:21Z,LBCTR,Entry
2023-04-13T06:22:25Z,RT046204,Exit
2023-04-13T06:22:34Z,RT061801,Entry
2023-04-13T06:23:08Z,RT061806,Exit
2023-04-13T06:23:15Z,LBCTR,Exit
2023-04-13T06:24:19Z,LBCTR,Exit
2023-04-13T06:25:12Z,LBCTR,Entry
2023-04-13T06:25:48Z,RT046205,Entry
2023-04-13T06:25:51Z,RT046208,Exit
2023-04-13T06:25:59Z,RT046204,Exit
2023-04-13T06:26:29Z,RT061805,Entry
2023-04-13T06:26:47Z,RT029301,Entry
2023-04-13T06:27:41Z,LBCHN,Entry
2023-04-13T06:28:10Z,RT046201,Entry
2023-04-13T06:28:58Z,RT046206,Exit
2023-04-13T06:29:05Z,LBCTR,Entry
2023-04-13T06:29:32Z,LBCHN,Exit
2023-04-13T06:29:47Z,RT061801,Entry
2023-04-13T06:30:06Z,RT061805,Entry
2023-04-13T06:31:08Z,RT046205,Entry
2023-04-13T06:31:30Z,LBCTR,Entry
2023-04-13T06:32:47Z,RT061806,Exit
2023-04-13T06:32:50Z,RT046208,Exit
2023-04-13T06:32:52Z,RT061806,Exit
2023-04-13T06:33:10Z,LBCTR,Entry
2023-04-13T06:33:32Z,LBCTR,Entry
2023-04-13T06:34:38Z,RT061801,Entry
2023-04-13T06:34:46Z,RT029302,Exit
2023-04-13T06:35:00Z,RT046201,Entry
2023-04-13T06:35:37Z,RT061805,Entry
2023-04-13T06:36:14Z,RT061806,Exit
2023-04-13T06:36:47Z,RT061806,Exit
2023-04-13T06:37:05Z,RT061801,Entry
2023-04-13T06:37:53Z,RT029302,Exit
2023-04-13T06:38:58Z,RT029301,Entry
2023-04-13T06:39:15Z,LBCTR,Entry
2023-04-13T06:39:34Z,RT046205,Entry
2023-04-13T06:39:35Z,RT046201,Entry
2023-04-13T06:41:47Z,RT046206,Exit
2023-04-13T06:42:01Z,RT029302,Exit
2023-04-13T06:42:08Z,RT061806,Exit
2023-04-13T06:42:19Z,RT061806,Exit
2023-04-13T06:42:23Z,LBCTR,Entry
2023-04-13T06:42:35Z,LBCTR,Entry
2023-04-13T06:43:16Z,RT061806,Exit
2023-04-13T06:44:01Z,RT061802,Exit
2023-04-13T06:44:02Z,RT046205,Entry
2023-04-13T06:44:35Z,RT046205,Entry
2023-04-13T06:45:33Z,RT029302,Exit
2023-04-13T06:46:57Z,LBCTR,Entry
2023-04-13T06:47:28Z,LBCTR,Exit
2023-04-13T06:47:56Z,RT061801,Entry
2023-04-13T06:48:05Z,RT061806,Exit
2023-04-13T06:49:02Z,RT061801,Entry
2023-04-13T06:49:09Z,RT046207,Entry
2023-04-13T06:49:16Z,RT029301,Entry
2023-04-13T06:49:27Z,RT061802,Exit
2023-04-13T06:50:01Z,RT029302,Exit
2023-04-13T06:50:08Z,RT061801,Entry
2023-04-13T06:50:17Z,RT061802,Exit
2023-04-13T06:50:20Z,RT061805,Entry
2023-04-13T06:51:13Z,RT061801,Entry
2023-04-13T06:51:27Z,LBCTR,Exit
2023-04-13T06:51:46Z,RT046205,Entry
2023-04-13T06:51:46Z,RT029302,Exit
2023-04-13T06:51:57Z,LBCHN,Entry
2023-04-13T06:52:56Z,LBCTR,Entry
2023-04-13T06:53:18Z,LBCHN,Entry
2023-04-13T06:54:05Z,LBCTR,Entry
2023-04-13T06:54:21Z,LBCTR,Entry
2023-04-13T06:54:27Z,RT046201,Entry
2023-04-13T06:54:32Z,LBCTR,Exit
2023-04-13T06:54:33Z,RT046201,Entry
2023-04-13T06:55:09Z,RT046204,Exit
2023-04-13T06:55:28Z,LBCTR,Entry
2023-04-13T06:55:40Z,RT061805,Entry
2023-04-13T06:56:04Z,RT061802,Exit
2023-04-13T06:56:28Z,RT061805,Entry
2023-04-13T06:56:49Z,RT029301,Entry
2023-04-13T06:57:04Z,RT061802,Exit
2023-04-13T06:57:11Z,RT061806,Exit
2023-04-13T06:58:51Z,RT029302,Exit
2023-04-13T06:59:26Z,RT029306,Exit
2023-04-13T07:00:19Z,RT061802,Exit
2023-04-13T07:01:05Z,RT029306,Exit
2023-04-13T07:01:07Z,LBCTR,Entry
2023-04-13T07:01:48Z,RT061805,Entry
2023-04-13T07:03:08Z,RT046201,Entry
2023-04-13T07:04:04Z,RT029301,Entry
2023-04-13T07:05:30Z,LBCTR,Exit
2023-04-13T07:06:31Z,RT061801,Entry
2023-04-13T07:06:47Z,RT061802,Exit
2023-04-13T07:06:49Z,RT046205,Entry
2023-04-13T07:07:17Z,RT061802,Exit
2023-04-13T07:07:45Z,RT046207,Entry
2023-04-13T07:08:09Z,RT029305,Entry
2023-04-13T07:08:42Z,RT029306,Exit
2023-04-13T07:09:27Z,RT046205,Entry
2023-04-13T07:09:49Z,RT061806,Exit
2023-04-13T07:09:59Z,RT029305,Entry
2023-04-13T07:10:29Z,RT046205,Entry
2023-04-13T07:12:17Z,RT046206,Exit
2023-04-13T07:12:26Z,RT061806,Exit
2023-04-13T07:13:58Z,RT046204,Exit
2023-04-13T07:14:55Z,RT061806,Exit
2023-04-13T07:15:01Z,RT061806,Exit
2023-04-13T07:16:14Z,LBCTR,Exit
2023-04-13T07:16:28Z,RT061801,Entry
2023-04-13T07:17:45Z,RT061801,Entry
2023-04-13T07:17:56Z,RT029302,Exit
2023-04-13T07:18:39Z,RT046205,Entry
2023-04-13T07:18:52Z,RT061806,Exit
2023-04-13T07:18:59Z,RT061801,Entry
2023-04-13T07:19:59Z,RT046201,Entry
2023-04-13T07:21:17Z,RT029302,Exit
2023-04-13T07:21:49Z,RT029302,Exit
2023-04-13T07:22:08Z,LBCHN,Entry
2023-04-13T07:22:39Z,RT061801,Entry
2023-04-13T07:24:25Z,RT046206,Exit
2023-04-13T07:24:57Z,RT046206,Exit
2023-04-13T07:25:20Z,RT061802,Exit
2023-04-13T07:25:26Z,LBCTR,Entry
2023-04-13T07:25:44Z,RT061802,Exit
2023-04-13T07:25:48Z,LBCTR,Entry
2023-04-13T07:26:15Z,LBCTR,Exit
2023-04-13T07:26:22Z,LBCTR,Entry
2023-04-13T07:26:27Z,RT061806,Exit
2023-04-13T07:26:34Z,RT061801,Entry
2023-04-13T07:26:49Z,RT029301,Entry
2023-04-13T07:28:00Z,RT061802,Exit
2023-04-13T07:30:02Z,RT061805,Entry
2023-04-13T07:30:06Z,LBCTR,Entry
2023-04-13T07:30:25Z,RT061801,Entry
2023-04-13T07:30:29Z,LBCTR,Exit
2023-04-13T07:31:02Z,RT061801,Entry
2023-04-13T07:31:27Z,RT061805,Entry
2023-04-13T07:31:28Z,RT061802,Exit
2023-04-13T07:31:40Z,RT046206,Exit
2023-04-13T07:32:21Z,RT061806,Exit
2023-04-13T07:32:52Z,LBCTR,Entry
2023-04-13T07:32:55Z,RT046201,Entry
2023-04-13T07:32:59Z,RT061806,Exit
2023-04-13T07:33:02Z,RT046205,Entry
2023-04-13T07:33:08Z,RT061801,Entry
2023-04-13T07:33:13Z,RT046205,Entry
2023-04-13T07:33:59Z,LBCTR,Exit
2023-04-13T07:35:08Z,RT046205,Entry
2023-04-13T07:35:33Z,LBCTR,Exit
2023-04-13T07:36:44Z,RT029301,Entry
2023-04-13T07:37:09Z,RT061802,Exit
2023-04-13T07:37:49Z,LBCTR,Exit
2023-04-13T07:37:52Z,LBCTR,Entry
2023-04-13T07:38:04Z,LBCTR,Entry
2023-04-13T07:39:04Z,LBCTR,Entry
2023-04-13T07:39:41Z,LBCTR,Entry
2023-04-13T07:40:08Z,RT046205,Entry
2023-04-13T07:40:13Z,RT046205,Entry
2023-04-13T07:40:24Z,RT046201,Entry
2023-04-13T07:40:38Z,RT046204,Exit
2023-04-13T07:40:41Z,RT046206,Exit
2023-04-13T07:40:43Z,LBCTR,Exit
2023-04-13T07:41:51Z,LBCTR,Entry
2023-04-13T07:42:12Z,RT046205,Entry
2023-04-13T07:43:20Z,RT046204,Exit
2023-04-13T07:43:22Z,RT046206,Exit
2023-04-13T07:44:01Z,LBCTR,Exit
2023-04-13T07:44:22Z,LBCHN,Entry
2023-04-13T07:44:30Z,LBCTR,Entry
2023-04-13T07:45:25Z,RT061801,Entry
2023-04-13T07:45:40Z,RT046204,Exit
2023-04-13T07:45:45Z,RT046201,Entry
2023-04-13T07:46:09Z,RT046206,Exit
2023-04-13T07:47:14Z,LBCTR,Entry
2023-04-13T07:47:19Z,RT029305,Entry
2023-04-13T07:49:11Z,LBCTR,Exit
2023-04-13T07:49:29Z,RT046201,Entry
2023-04-13T07:49:42Z,RT061806,Exit
2023-04-13T07:49:46Z,RT061806,Exit
2023-04-13T07:50:06Z,RT061806,Exit
2023-04-13T07:52:20Z,RT061805,Entry
2023-04-13T07:52:35Z,LBCHN,Exit
2023-04-13T07:52:48Z,LBCTR,Entry
2023-04-13T07:52:59Z,LBCTR,Exit
2023-04-13T07:53:18Z,RT061805,Entry
2023-04-13T07:53:57Z,LBCTR,Entry
2023-04-13T07:54:08Z,LBCTR,Exit
2023-04-13T07:54:48Z,RT046201,Entry
2023-04-13T07:55:18Z,RT061802,Exit
2023-04-13T07:55:29Z,RT061806,Exit
2023-04-13T07:55:43Z,RT046204,Exit
2023-04-13T07:55:48Z,RT046206,Exit
2023-04-13T07:56:04Z,LBCHN,Exit
2023-04-13T07:56:56Z,LBCTR,Exit
2023-04-13T07:57:13Z,LBCTR,Exit
2023-04-13T07:57:25Z,RT046206,Exit
2023-04-13T07:58:40Z,LBCTR,Entry
2023-04-13T08:00:15Z,RT061802,Exit
2023-04-13T08:00:19Z,RT046204,Exit
2023-04-13T08:00:51Z,RT061801,Entry
2023-04-13T08:01:26Z,RT029306,Exit
2023-04-13T08:03:15Z,RT046206,Exit
2023-04-13T08:03:25Z,LBCTR,Exit
2023-04-13T08:04:05Z,RT061806,Exit
2023-04-13T08:04:09Z,RT046201,Entry
2023-04-13T08:04:55Z,LBCTR,Entry
2023-04-13T08:05:46Z,LBCTR,Exit
2023-04-13T08:07:02Z,RT061802,Exit
2023-04-13T08:07:40Z,LBCTR,Entry
2023-04-13T08:07:48Z,RT061801,Entry
2023-04-13T08:08:13Z,RT046204,Exit
2023-04-13T08:08:33Z,RT029302,Exit
2023-04-13T08:08:43Z,RT046201,Entry
2023-04-13T08:10:41Z,LBCTR,Exit
2023-04-13T08:10:51Z,RT061801,Entry
2023-04-13T08:10:53Z,RT061806,Exit
2023-04-13T08:11:18Z,RT061801,Entry
2023-04-13T08:12:31Z,RT029302,Exit
2023-04-13T08:13:19Z,LBCTR,Exit
2023-04-13T08:15:05Z,RT046201,Entry
2023-04-13T08:15:40Z,RT029305,Entry
2023-04-13T08:16:49Z,RT046206,Exit
2023-04-13T08:16:54Z,RT061805,Entry
2023-04-13T08:17:00Z,RT061802,Exit
2023-04-13T08:17:27Z,RT046206,Exit
2023-04-13T08:18:30Z,RT029302,Exit
2023-04-13T08:19:57Z,RT061806,Exit
2023-04-13T08:21:07Z,RT046205,Entry
2023-04-13T08:21:34Z,LBCTR,Entry
2023-04-13T08:23:51Z,RT046205,Entry
2023-04-13T08:24:44Z,RT046204,Exit
2023-04-13T08:25:10Z,RT046206,Exit
2023-04-13T08:25:14Z,RT061801,Entry
2023-04-13T08:25:16Z,RT061805,Entry
2023-04-13T08:25:34Z,RT061806,Exit
2023-04-13T08:25:57Z,RT061801,Entry
2023-04-13T08:26:39Z,LBCTR,Entry
2023-04-13T08:26:51Z,RT046204,Exit
2023-04-13T08:26:55Z,RT061801,Entry
2023-04-13T08:27:21Z,RT046201,Entry
2023-04-13T08:29:03Z,LBCTR,Exit
2023-04-13T08:29:23Z,RT061806,Exit
2023-04-13T08:30:00Z,RT046206,Exit
2023-04-13T08:30:00Z,RT061802,Exit
2023-04-13T08:30:39Z,LBCTR,Exit
2023-04-13T08:31:30Z,RT046206,Exit
2023-04-13T08:31:30Z,RT029305,Entry
2023-04-13T08:34:13Z,RT061801,Entry
2023-04-13T08:37:53Z,RT046206,Exit
2023-04-13T08:39:02Z,LBCTR,Exit
2023-04-13T08:40:01Z,RT046204,Exit
2023-04-13T08:41:39Z,LBCTR,Entry
2023-04-13T08:41:59Z,LBCTR,Entry
2023-04-13T08:42:06Z,RT061802,Exit
2023-04-13T08:42:11Z,LBCTR,Exit
2023-04-13T08:42:12Z,RT029302,Exit
2023-04-13T08:44:29Z,RT061806,Exit
2023-04-13T08:45:27Z,RT046208,Exit
2023-04-13T08:45:28Z,RT046204,Exit
2023-04-13T08:46:14Z,RT029302,Exit
2023-04-13T08:46:16Z,RT029306,Exit
2023-04-13T08:47:02Z,LBCTR,Exit
2023-04-13T08:47:30Z,LBCTR,Exit
2023-04-13T08:49:37Z,LBCTR,Entry
2023-04-13T08:49:56Z,LBCTR,Entry
2023-04-13T08:50:20Z,LBCHN,Exit
2023-04-13T08:50:38Z,LBCHN,Exit
2023-04-13T08:50:42Z,RT046204,Exit
2023-04-13T08:50:47Z,RT046204,Exit
2023-04-13T08:50:56Z,RT029302,Exit
2023-04-13T08:52:04Z,RT061806,Exit
2023-04-13T08:52:10Z,LBCTR,Exit
2023-04-13T08:53:07Z,RT046205,Entry
2023-04-13T08:53:15Z,RT029302,Exit
2023-04-13T08:53:30Z,LBCTR,Exit
2023-04-13T08:55:38Z,LBCTR,Exit
2023-04-13T08:56:26Z,LBCTR,Entry
2023-04-13T08:57:05Z,RT061802,Exit
2023-04-13T08:57:39Z,RT061806,Exit
2023-04-13T08:57:43Z,RT046204,Exit
2023-04-13T08:58:39Z,RT029302,Exit
2023-04-13T08:59:40Z,RT061802,Exit
2023-04-13T08:59:42Z,RT046206,Exit
2023-04-13T08:59:47Z,RT046204,Exit
2023-04-13T08:59:51Z,RT061806,Exit
2023-04-13T09:00:07Z,RT029302,Exit
2023-04-13T09:01:27Z,RT029302,Exit
2023-04-13T09:01:46Z,LBCHN,Entry
2023-04-13T09:02:22Z,RT061806,Exit
2023-04-13T09:02:31Z,RT061801,Entry
2023-04-13T09:02:52Z,RT046204,Exit
2023-04-13T09:03:26Z,RT061806,Exit
2023-04-13T09:04:12Z,LBCTR,Entry
2023-04-13T09:04:50Z,RT029306,Exit
2023-04-13T09:04:50Z,LBCTR,Exit
2023-04-13T09:04:52Z,RT046201,Entry
2023-04-13T09:04:59Z,LBCTR,Exit
2023-04-13T09:05:22Z,LBCTR,Exit
2023-04-13T09:05:36Z,RT061802,Exit
2023-04-13T09:05:53Z,RT061806,Exit
2023-04-13T09:05:55Z,RT029302,Exit
2023-04-13T09:06:25Z,RT061801,Entry
2023-04-13T09:06:39Z,RT061805,Entry
2023-04-13T09:06:57Z,RT046201,Entry
2023-04-13T09:07:06Z,LBCHN,Entry
2023-04-13T09:07:07Z,RT046205,Entry
